id,number,title,code_blocks,labels_raw,component,type,priority,state,created_at,closed_at,resolution_hours,author,num_comments,num_assignees,repo,res_bucket,tfidf_top1,tfidf_top1_conf,tfidf_top2,tfidf_top2_conf,tfidf_top3,tfidf_top3_conf,bge_similar_1,bge_similar_1_score,bge_similar_2,bge_similar_2_score,bge_similar_3,bge_similar_3_score,stratum,label_status,body_excerpt
59609515,4977,Proxy endpoint for services does not appear to be working for client library,"```
func getURL(c *client.Client, url string) ([]byte, error) {
    body, err := c.Get().Namespace(api.NamespaceDefault).
        AbsPath(fmt.Sprintf(""/api/v1beta1/proxy/services/elasticsearch-logging/%s"", url)).Do().Raw()
    if err != nil {
        return nil, err
    }
    return body, nil
}

...
    body, err := getURL(c, """")
```

```
I0302 17:33:14.873064    8431 request.go:508] finalURL = https://104.197.8.236/api/v1beta1/proxy/services/elasticsearch-logging/?namespace=default

• Failure [0.334 seconds]
Cluster level logging using Elasticsearch
/usr/local/google/home/satnam/gocode/src/github.com/GoogleCloudPlatform/kubernetes/_output/local/go/src/github.com/GoogleCloudPlatform/kubernetes/test/e2e/es_cluster_logging.go:47
  should check that logs from pods on all nodes are ingested into Elasticsearch [It]
  /usr/local/google/home/satnam/gocode/src/github.com/GoogleCloudPlatform/kubernetes/_output/local/go/src/github.com/GoogleCloudPlatform/kubernetes/test/e2e/es_cluster_logging.go:46

  Expected error:
      <*errors.StatusError | 0x4c2081da900>: {
          ErrStatus: {
              TypeMeta: {Kind: """", APIVersion: """"},
              ListMeta: {SelfLink: """", ResourceVersion: """"},
              Status: ""200"",
              Message: """",
              Reason: """",
              Details: nil,
              Code: 0,
          },
      }

  not to have occurred

  /usr/local/google/home/satnam/gocode/src/github.com/GoogleCloudPlatform/kubernetes/_output/local/go/src/github.com/GoogleCloudPlatform/kubernetes/test/e2e/es_cluster_logging.go:93
------------------------------
SSSSSSSSSSSSSSSSSSSSS

Summarizing 1 Failure:

[Fail] Cluster level logging using Elasticsearch [It] should check that logs from pods on all nodes are ingested into Elasticsearch 
/usr/local/google/home/satnam/gocode/src/github.com/GoogleCloudPlatform/kubernetes/_output/local/go/src/github.com/GoogleCloudPlatform/kubernetes/test/e2e/es_cluster_logging.go:93

Ran 1 of 28 Specs in 0.334 seconds
FAIL! -- 0 Passed | 1 Failed | 0 Pending | 27 Skipped F0302 17:33:14.919906    8431 driver.go:87] At least one test failed
```

```
$ curl -k -u admin:Drt3KdRGnoQL7TQM  https://104.197.8.236/api/v1beta1/proxy/services/elasticsearch-logging/?namespace=default
{
  ""status"" : 200,
  ""name"" : ""Gorgeous George"",
  ""cluster_name"" : ""kubernetes_logging"",
  ""version"" : {
    ""number"" : ""1.4.4"",
    ""build_hash"" : ""c88f77ffc81301dfa9dfd81ca2232f09588bd512"",
    ""build_timestamp"" : ""2015-02-19T13:05:36Z"",
    ""build_snapshot"" : false,
    ""lucene_version"" : ""4.10.3""
  },
  ""tagline"" : ""You Know, for Search""
}
```",['area/client-libraries' 'kind/support' 'sig/api-machinery'],client-libraries,support,,closed,2015-03-03 08:23:53+00:00,2015-03-11 17:59:37+00:00,201.59555555555556,satnam6502,12,1,kubernetes/kubernetes,weeks,client-libraries,0.0942,provider/gcp,0.0863,test-infra,0.0464,7305,0.8166,11296,0.7742,7950,0.7661,k8s-weeks-client-libraries,pending,"I am trying to access the Elasticsearch service via the proxy in our e2e tests:

[CODE_BLOCK]

However, this fails although there is mention of a 200 status code:

[CODE_BLOCK]

If I curl against the URL directly everything seems fine:

[CODE_BLOCK]

I assume I am either doing something wrong with t"
102470570,13060,Incorrect Login For Master,,"['kind/bug' 'priority/important-soon' 'area/cloudprovider'
 'sig/cluster-lifecycle']",cloudprovider,bug,important-soon,closed,2015-08-21 22:00:50+00:00,2015-09-16 21:10:49+00:00,623.1663888888888,ronaldpetty,7,0,kubernetes/kubernetes,weeks,cloudprovider,0.2578,platform/vagrant,0.0631,provider/gcp,0.0456,3655,0.8034,4319,0.8022,4204,0.7975,k8s-weeks-cloudprovider,pending,"Hello,

For a brand new (first time) installation using the Vagrant install fails (different reason, suspect python lib issue). I then switched to using the AWS tutorial, it succeeds after some undocumented fixes (will add new bug for that in docs). After it starts, if you visit the AWS EC2 master, "
108310875,14553,MESOS: Fix daemonsets on Mesos,,['area/controller-manager' 'lgtm' 'area/platform/mesos' 'size/M'],controller-manager,,,closed,2015-09-25 11:56:02+00:00,2015-10-03 02:16:09+00:00,182.33527777777778,sttts,30,1,kubernetes/kubernetes,weeks,platform/mesos,0.3977,test,0.0521,test-infra,0.052,14550,0.8813,13896,0.8348,14535,0.7854,k8s-weeks-controller-manager,pending,"This PR enables the support for daemonsets in the apiserver such that the daemonset e2e test is passed. This test is part of the conformance test suite.

Prerequisites:
- NodeLabels support: https://github.com/kubernetes/kubernetes/pull/13857
- daemonset bug fixes: https://github.com/kubernetes/kube"
65946844,6354,Add KUBERNETES_NAMESPACE variable to Pod containers,,"['area/downward-api' 'priority/awaiting-more-evidence' 'sig/node'
 'sig/api-machinery']",downward-api,,awaiting-more-evidence,closed,2015-04-02 15:07:39+00:00,2015-04-28 14:20:55+00:00,623.2211111111111,mfojtik,5,0,kubernetes/kubernetes,weeks,provider/gcp,0.0775,kubelet,0.0596,downward-api,0.0533,7853,0.8303,560,0.8052,8006,0.7959,k8s-weeks-downward-api,pending,"If you want to make a REST calls from containers running in Pod to KUBERNETES_SERVICE, it would be handy to have the namespace that container is launched in available inside the container."
65797671,6321,Propagate docker creation failure as containerStatus,,['priority/important-soon' 'area/introspection' 'sig/node'],introspection,,important-soon,closed,2015-04-01 23:12:35+00:00,2015-04-13 20:54:40+00:00,285.7013888888889,dchen1107,4,1,kubernetes/kubernetes,weeks,introspection,0.0876,kubelet,0.0803,docker,0.0634,2902,0.8333,6711,0.8205,14491,0.8133,k8s-weeks-introspection,pending,"Kubelet current only populate create failure as events, not in ContainerStatus. We should propagate such failures through ContainerStatus. Before PodStatus is polling by master, and there is no way to obtain those failure except scanning docker.log. Now Kubelet directly post PodStatus, which makes c"
99612137,12389,GCE machine unresponsive,,['area/isolation' 'kind/support' 'sig/node'],isolation,support,,closed,2015-08-07 09:17:28+00:00,2015-08-25 21:56:17+00:00,444.64694444444444,ghost,3,0,kubernetes/kubernetes,weeks,isolation,0.1048,introspection,0.0534,reliability,0.0488,12391,0.7471,8207,0.7353,8126,0.73,k8s-weeks-isolation,pending,"After deploying a pod without memory limit and running in this pod a program which allocates a lot of memory (more than machine has) a machine becomes completely unresponsive. It is impossible to ssh into it or check cAdvisor status.
Machine type: g1-small"
104420297,13500,Change the mechanism of transport packets to kube-proxy,"```
ip addr
3: docker0: <BROADCAST,MULTICAST,UP,LOWER_UP> mtu 1500 qdisc noqueue state UP group default 
    link/ether 56:84:7a:fe:97:99 brd ff:ff:ff:ff:ff:ff
    inet 172.17.42.1/16 scope global docker0
```

```
ip addr add 1.2.3.4/16 dev docker0
ip addr
3: docker0: <BROADCAST,MULTICAST,UP,LOWER_UP> mtu 1500 qdisc noqueue state UP group default 
    link/ether 56:84:7a:fe:97:99 brd ff:ff:ff:ff:ff:ff
    inet 172.17.42.1/16 scope global docker0
       valid_lft forever preferred_lft forever
    inet 1.2.3.4/16 scope global docker0
```

```
func main() {
    http.HandleFunc(""/hello"", helloHandler)

    err := http.ListenAndServe(""1.2.3.4:9090"", nil)
    if err != nil {
        log.Fatal(""ListenAndServe: "", err.Error())
    }
}
```

```
curl http://1.2.3.4:9090/hello   
Hello, [curl/7.35.0]! you are from 172.17.0.7:44319
```",['kind/design' 'area/kube-proxy'],kube-proxy,design,,closed,2015-09-02 07:46:09+00:00,2015-09-17 16:40:10+00:00,368.9002777777778,tsjsdbd,3,1,kubernetes/kubernetes,weeks,kube-proxy,0.417,provider/gcp,0.0479,apiserver,0.0291,9288,0.8161,3760,0.8155,13123,0.815,k8s-weeks-kube-proxy,pending,"# Background

As mentioned in the Kubernetes user guide documentation that every node in a Kubernetes cluster runs a kube-proxy. Essentially, Kube-proxy on each node watches the Kubernetes master for any addition and removal of Service. When a proxy sees a new Service, it opens a new random port on "
65319409,6193,NodeController should only compare timestamps it generated locally,"```
nc.now().After(lastReadyCondition.LastProbeTime.Add(gracePeriod)) 
```",['priority/important-soon' 'area/nodecontroller'],nodecontroller,,important-soon,closed,2015-03-30 22:39:46+00:00,2015-04-07 08:39:16+00:00,177.99166666666667,davidopp,25,1,kubernetes/kubernetes,weeks,nodecontroller,0.1471,kubelet,0.0553,provider/gcp,0.0541,5399,0.799,7866,0.7987,8585,0.7922,k8s-weeks-nodecontroller,pending,"As some folks pointed out in the discussion for #5399, NodeController (in the mode where kubelet updates NodeStatus rather than NodeController probing kubelet health) is currently detecting node timeout based on comparing a timestamp written by kubelet (LastProbeTime in NodeReady condition in NodeSt"
108075983,14474,deployment for ubuntu fails for unknown admission plugin,"```
$ log for kube-apiserver
F0924 15:12:51.526539   25709 plugins.go:106] Unknown admission plugin: DenyEscalatingExec
```",['priority/backlog' 'area/os/ubuntu' 'sig/cluster-lifecycle'],os/ubuntu,,backlog,closed,2015-09-24 07:41:15+00:00,2015-10-01 22:22:50+00:00,182.69305555555556,dalanlan,11,0,kubernetes/kubernetes,weeks,os/ubuntu,0.9169,provider/gcp,0.0059,apiserver,0.0041,14478,0.8587,8936,0.7394,4749,0.737,k8s-weeks-os-ubuntu,pending,"api-server fails to start with admission control DenyEscalatingExec on ubuntu 14.04 

[CODE_BLOCK]

Once I deprecate the plugin DenyEscalatingExec, everything works fine again.

Related to #13447
/cc @pweil- @derekwaynecarr 
/cc @resouer @WIZARD-CXY"
105991745,13857,MESOS: add labels to node api object from scheduler and update them from executor,,['lgtm' 'area/platform/mesos' 'size/XL'],platform/mesos,,,closed,2015-09-11 11:25:37+00:00,2015-09-29 05:10:51+00:00,425.75388888888887,sttts,93,1,kubernetes/kubernetes,weeks,platform/mesos,0.4416,nodecontroller,0.0487,kubelet,0.0423,12943,0.8384,13661,0.8091,13036,0.7698,k8s-weeks-platform-mesos,pending,"This PR converts Mesos slave attributes into k8s node labels, using the [INLINE_CODE] label namespace.

I.e. a slave with attribute [INLINE_CODE] will get the k8s node label [INLINE_CODE].

Node labels must be synchronously applied to a node before a pod is launched because the kubelet will check wh"
101055498,12737,Incorrect error message when a namespace is omitted from POST request,,['priority/important-soon' 'area/apiserver' 'sig/api-machinery'],apiserver,,important-soon,closed,2015-08-14 17:08:50+00:00,2015-09-15 18:26:12+00:00,769.2894444444445,vaikas-personal,5,1,kubernetes/kubernetes,months,example,0.0851,apiserver,0.0707,api,0.0622,11181,0.7903,12446,0.7824,11218,0.7815,k8s-months-apiserver,pending,"https://github.com/kubernetes/kubernetes/blob/master/examples/cassandra/cassandra-controller.yaml

Converting that to JSON and trying to post to master without namespace in the URL results in 403, which seems incorrect.
 curl -X POST -k -H 'Authorization: Basic XXX' https://aaa.bbb.ccc.ddd/api/v1/re"
105890383,13830,kubeclient --skip-tls-verify -> fail fast if certs are provided.,,"['kind/bug' 'area/client-libraries' 'priority/awaiting-more-evidence'
 'sig/api-machinery']",client-libraries,bug,awaiting-more-evidence,closed,2015-09-10 20:21:48+00:00,2015-10-13 13:29:16+00:00,785.1244444444444,jayunit100,2,0,kubernetes/kubernetes,months,client-libraries,0.2688,security,0.0414,kubelet,0.0367,13713,0.816,8211,0.8002,3610,0.7945,k8s-months-client-libraries,pending,"Thanks to @liggitt and @timothysc for helping me figure this out. Turns out there is a bug that i ran into in testing #13152 .

For example. If you try to connect using kubeconfig w/ a client-certificate = .... but your ignoring tls, the client will try to use the certs anyway. This results in an [I"
98545199,12122,AWS: We should have a way to log AWS API calls,,['priority/backlog' 'area/cloudprovider'],cloudprovider,,backlog,closed,2015-08-01 15:45:19+00:00,2015-10-20 10:07:33+00:00,1914.3705555555555,justinsb,0,1,kubernetes/kubernetes,months,cloudprovider,0.1807,api,0.0439,introspection,0.0403,10032,0.772,7420,0.7638,12121,0.7632,k8s-months-cloudprovider,pending,"@iterion suggested in https://github.com/GoogleCloudPlatform/kubernetes/issues/11979#issuecomment-126422608:

> ...considering adding some logging at a higher log level for future debugging.

We've had a few bugs where we were making too many AWS API calls, often in loops. If we logged all our AWS A"
108947632,14765,Namespace deletion should not include an open-coded  list of resources,"```
    err = deleteServiceAccounts(kubeClient, namespace)
    if err != nil {
        return estimate, err
    }
    err = deleteServices(kubeClient, namespace)
    if err != nil {
        return estimate, err
    }
    err = deleteReplicationControllers(kubeClient, namespace)
    if err != nil {
        return estimate, err
    }
    estimate, err = deletePods(kubeClient, namespace, before)
    if err != nil {
        return estimate, err
    }
```",['priority/important-soon' 'area/controller-manager'],controller-manager,,important-soon,closed,2015-09-29 20:00:04+00:00,2016-03-04 05:33:01+00:00,3753.5491666666667,thockin,8,1,kubernetes/kubernetes,months,controller-manager,0.0804,ui,0.0654,provider/gcp,0.0507,9084,0.7904,14907,0.7861,14562,0.7855,k8s-months-controller-manager,pending,"pkg/controller/namespace/namespace_controller.go [INLINE_CODE] includes this:

[CODE_BLOCK]

And more. This is antithetical to maintainable software. We need to fix this in 1.2"
105454981,13690,soak test failure: Downward API fails to provide pod IP as an env variable after a while,"```
Downward API should provide pod IP as an env var

/go/src/k8s.io/kubernetes/_output/dockerized/go/src/k8s.io/kubernetes/test/e2e/downward_api.go:90
""POD_IP=(?:\\d+)\\.(?:\\d+)\\.(?:\\d+)\\.(?:\\d+)"" in container output
Expected
    <string>: POD_IP=
    KUBERNETES_PORT=tcp://10.0.0.1:443
    KUBERNETES_SERVICE_PORT=443
    HOSTNAME=downward-api-ba4e2059-5656-11e5-91ed-42010af01555
    SHLVL=1
    HOME=/root
    KUBERNETES_PORT_443_TCP_ADDR=10.0.0.1
    PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin
    KUBERNETES_PORT_443_TCP_PORT=443
    KUBERNETES_PORT_443_TCP_PROTO=tcp
    KUBERNETES_PORT_443_TCP=tcp://10.0.0.1:443
    PWD=/
    KUBERNETES_SERVICE_HOST=10.0.0.1

to match regular expression
    <string>: POD_IP=(?:\d+)\.(?:\d+)\.(?:\d+)\.(?:\d+)
```","['kind/bug' 'priority/important-soon' 'area/downward-api' 'sig/node'
 'kind/flake']",downward-api,bug,important-soon,closed,2015-09-08 19:40:25+00:00,2016-01-25 18:11:24+00:00,3334.5163888888887,ghost,13,1,kubernetes/kubernetes,months,downward-api,0.3278,test-infra,0.0808,test,0.0666,14597,0.7961,10899,0.7838,14125,0.7564,k8s-months-downward-api,pending,"In our soak test CI environment, the test below starts to fail consistently after a few hours/runs.

Possibly related:
#13052
#12595

[CODE_BLOCK]

Example successful runs (immediately after a cluster build:
- job/kubernetes-soak-continuous-e2e-gce/3045/
- job/kubernetes-soak-continuous-e2e-gce/3046"
50102873,2618,Pod events don't have timestamp and aren't sorted by time.,"```
$ kubectl -shttps://$APISERVER_IP get events | grep ""^c""
etune-macbookpro:kubernetes etune$ _output/local/bin/darwin/amd64/kubectl -shttps://130.211.163.213 get events | grep ""^c""
c                   Pod                 Pending             scheduled           Successfully assigned c to kubernetes-minion-3.c.seventh-circle-487.internal
c                   BoundPod            waiting             pulled              Successfully pulled image kubernetes/pause:latest
c                   BoundPod            running             started             Started with docker id eb16480c95de8ffb22e17ec99d1e61b6a95639403efe229ebea37d18d4891237
c                   BoundPod            waiting             created             Created with docker id eb16480c95de8ffb22e17ec99d1e61b6a95639403efe229ebea37d18d4891237
```",['priority/backlog' 'area/introspection'],introspection,,backlog,closed,2014-11-26 00:22:01+00:00,2015-01-27 23:37:38+00:00,1511.2602777777777,erictune,2,0,kubernetes/kubernetes,months,introspection,0.1115,usability,0.0643,provider/gcp,0.0534,7349,0.8482,3011,0.8295,11140,0.8244,k8s-months-introspection,pending,"The created event and the started event are for the same pod, but are shown in the wrong order.

[CODE_BLOCK]"
108019813,14452,"Node becomes unstable when overcommit on memory qos, does not always recover","```
$ export KUBERNETES_PROVIDER=vagrant || gce
$ export NUM_MINIONS=1
$ export KUBE_ENABLE_CLUSTER_MONITORING=none
$ export KUBE_ENABLE_CLUSTER_DNS=false
$ export KUBE_ENABLE_CLUSTER_UI=false
$ cluster/kube-up.sh
```

```
$ cluster/kubectl.sh run mem-guaranteed --image=derekwaynecarr/memhog --replicas=2 --requests=cpu=10m --limits=memory=600Mi --command -- memhog -r100000 500m
$ cluster/kubectl.sh run mem-burstable --image=derekwaynecarr/memhog --replicas=2 --requests=cpu=10m,memory=600Mi --command -- memhog -r100000 100m
```

```
$ cluster/kubectl.sh run mem-besteffort --replicas=10 --image=derekwaynecarr/memhog --requests=cpu=10m --command -- memhog -r10000 500m
```

```
/proc/2892/net/dev: open /proc/2892/net/dev: no such file or directory
I0923 21:41:28.895452    1361 helpers.go:96] Unable to get network stats from pid 2856: couldn't read network stats: failure opening /proc/2856/net/dev: open /proc/2856/net/dev: no such file or directory
...
failed to update stats for container ""/0afe9347f4f12a9bfe3a6558f05cb48d0b3fd88540eb6e9950faa55c0ce41c1d"": du command failed on /var/lib/docker/aufs/diff/0afe9347f4f12a9bfe3a6558f05cb48d0b3fd88540eb6e9950faa55c0ce41c1d with output  - fork/exec /usr/bin/du: cannot allocate memory, continuing to push stats
```",['priority/backlog' 'area/isolation' 'sig/node'],isolation,,backlog,closed,2015-09-23 22:28:07+00:00,2016-01-07 22:17:55+00:00,2543.83,derekwaynecarr,15,0,kubernetes/kubernetes,months,provider/gcp,0.0676,introspection,0.0528,kubelet,0.0493,10368,0.8088,14935,0.7971,4610,0.7808,k8s-months-isolation,pending,"I can reproduce a situation where the node can become unstable and never recover from a NotReady status using either the Vagrant or GCE based Kubernetes setups.

[CODE_BLOCK]

Assuming you are using GCE, let's spin up the following:

[CODE_BLOCK]

At this point, the Node is stable, and we have 2 gua"
107852382,14398,iptables kube-proxy could handle empty endpoints better,,['priority/backlog' 'sig/network' 'area/kube-proxy'],kube-proxy,,backlog,closed,2015-09-23 05:27:20+00:00,2015-11-23 08:13:44+00:00,1466.7733333333333,thockin,1,0,kubernetes/kubernetes,months,kube-proxy,0.4001,provider/gcp,0.0375,api,0.0271,14399,0.9069,3760,0.8255,8567,0.8214,k8s-months-kube-proxy,pending,"Rather than just hanging trying to connect, we should find a way to terminate the connection."
104125678,13398,Gracefully handle cloud provider api downtime,,['priority/backlog' 'area/nodecontroller' 'sig/node'],nodecontroller,,backlog,closed,2015-08-31 20:13:13+00:00,2015-10-31 03:36:38+00:00,1447.3902777777778,bprashanth,3,1,kubernetes/kubernetes,months,nodecontroller,0.2575,kubelet,0.0764,cloudprovider,0.0539,13417,0.8889,8585,0.8429,14218,0.824,k8s-months-nodecontroller,pending,Kubelet doesn't update node status if it can't access the cloud provider api: https://github.com/kubernetes/kubernetes/blob/master/pkg/kubelet/kubelet.go#L2127 which leads to the whole node NotReady chain reaction nodecontroller side. Feels like the kubelet can just continue using node.Status.Addres
107158020,14162,Node in NotReady status after kernel upgrade and reboot on Ubuntu Vivid (15.04) due to Docker service failure (no aufs),"```
export KUBERNETES_PROVIDER=aws
export KUBE_AWS_ZONE=eu-west-1a
export NUM_MINIONS=3
export MINION_SIZE=t2.micro
export AWS_S3_REGION=eu-west-1
export AWS_S3_BUCKET=xxx
export KUBE_AWS_INSTANCE_PREFIX=xxx
```

```
$ sudo docker info
FATA[0001] Get http:///var/run/docker.sock/v1.18/info: read unix /var/run/docker.sock: connection reset by peer. Are you trying to connect to a TLS-enabled daemon without TLS?
```

```
$ sudo journalctl -u docker -f
-- Logs begin at Fri 2015-09-18 08:06:53 UTC. --
Sep 18 08:09:49 ip-172-20-0-149 systemd[1]: docker.service failed.
Sep 18 08:09:51 ip-172-20-0-149 systemd[1]: docker.service holdoff time over, scheduling restart.
Sep 18 08:09:51 ip-172-20-0-149 systemd[1]: Started Docker Application Container Engine.
Sep 18 08:09:51 ip-172-20-0-149 systemd[1]: Starting Docker Application Container Engine...
Sep 18 08:09:51 ip-172-20-0-149 docker[3397]: time=""2015-09-18T08:09:51Z"" level=info msg=""+job serveapi(fd://)""
Sep 18 08:09:51 ip-172-20-0-149 docker[3397]: time=""2015-09-18T08:09:51Z"" level=info msg=""Listening for HTTP on fd ()""
Sep 18 08:09:51 ip-172-20-0-149 docker[3397]: time=""2015-09-18T08:09:51Z"" level=fatal msg=""Shutting down daemon due to errors: error intializing graphdriver: driver not supported""
Sep 18 08:09:51 ip-172-20-0-149 systemd[1]: docker.service: main process exited, code=exited, status=1/FAILURE
Sep 18 08:09:51 ip-172-20-0-149 systemd[1]: Unit docker.service entered failed state.
Sep 18 08:09:51 ip-172-20-0-149 systemd[1]: docker.service failed.
```",['priority/backlog' 'area/os/ubuntu' 'sig/node' 'sig/cluster-lifecycle'],os/ubuntu,,backlog,closed,2015-09-18 08:44:00+00:00,2015-10-29 05:08:00+00:00,980.4,romanek-adam,6,0,kubernetes/kubernetes,months,os/ubuntu,0.8223,provider/gcp,0.018,docker,0.0089,7938,0.7911,10486,0.789,14408,0.7837,k8s-months-os-ubuntu,pending,"Hi. I'm writing this partially because I want to start a discussion and to leave some trails for others potentially affected.

I started my journey with Kubernetes just a few days ago. I downloaded the 1.0.6 release (now I know this a only a pre-release and I should've downloaded the 1.0.4 release b"
106445269,13943,MESOS: don't attempt to schedule static pods,,['kind/bug' 'lgtm' 'area/platform/mesos' 'size/XXL'],platform/mesos,bug,,closed,2015-09-14 23:05:26+00:00,2015-11-16 21:53:24+00:00,1510.7994444444444,jdef,68,1,kubernetes/kubernetes,months,platform/mesos,0.5777,test,0.0267,kubelet,0.0253,9077,0.8445,11156,0.8287,10928,0.8047,k8s-months-platform-mesos,pending,"TODO:
- [x] add static pod to mesos-docker cluster for testing
- [x] restructure static pod config/zipper code to be more amenable to munging
- [x] modify static pod configs to include the proper binding annotation
- [x] switch from zip archive to gzip'd [INLINE_CODE] for static pods
- [x] write the"
98793085,12155,kubernetes deletes info from all NFS shares when one of the mounts becames stalled (google container engine),"```
apt-get update && apt-get install nfs-common
```

```
/export     10.240.0.0/16(rw,sync,crossmnt,no_subtree_check)
```

```
#ls -la ubuntutest ubuntutest2 ubuntutest3
ubuntutest:
total 12
drwxrwxrwx  2 root root 4096 Aug  3 15:07 .
drwxr-xr-x 12 root root 4096 Aug  3 15:06 ..
-rw-r--r--  1 root root 1580 Aug  3 15:06 testifail
ubuntutest2:
total 12
drwxrwxrwx  2 root root 4096 Aug  3 15:06 .
drwxr-xr-x 12 root root 4096 Aug  3 15:06 ..
-rw-r--r--  1 root root 1580 Aug  3 15:06 testifail2
ubuntutest3:
total 12
drwxr-xr-x  2 root root 4096 Aug  3 15:07 .
drwxr-xr-x 12 root root 4096 Aug  3 15:06 ..
-rw-r--r--  1 root root 1580 Aug  3 15:07 testifail3
```

```
apiVersion: v1
kind: ReplicationController
metadata:
  labels:
    name: zubuntu
  name: zubuntu
spec:
  replicas: 1
  selector:
    name: zubuntu-rc
  template:
    metadata:
      labels:
        name: zubuntu-rc
    spec:
      restartPolicy: Always
      containers:
        - image: tutum/apache-php
          name: ubuntu-cont
          ports:
            - containerPort: 80
              name: web-port
          volumeMounts:
            - name: test-nfs-1
              mountPath: /app
            - name: test-nfs-2
              mountPath: /app2
            - name: test-nfs-3
              mountPath: /app3
      volumes:
        - name: test-nfs-1
          nfs:
            server: 10.240.175.237
            path: /export/test/ubuntutest
        - name: test-nfs-2
          nfs:
            server: 10.240.175.237
            path: /export/test/ubuntutest2
        - name: test-nfs-3
          nfs:
            server: 10.240.175.237
            path: /export/test/ubuntutest3
```

```
kubectl create -f ubuntutest.yaml 
kubectl get pods
```

```
kubectl exec -ti zubuntu-8y55c bash
# ls -la /app*
/app:
total 12
drwxrwxrwx  2 root root 4096 Aug  3 18:07 .
drwxr-xr-x 69 root root 4096 Aug  3 18:09 ..
-rw-r--r--  1 root root 1580 Aug  3 18:06 testifail

/app2:
total 12
drwxrwxrwx  2 root root 4096 Aug  3 18:06 .
drwxr-xr-x 69 root root 4096 Aug  3 18:09 ..
-rw-r--r--  1 root root 1580 Aug  3 18:06 testifail2

/app3:
total 12
drwxr-xr-x  2 root root 4096 Aug  3 18:07 .
drwxr-xr-x 69 root root 4096 Aug  3 18:09 ..
-rw-r--r--  1 root root 1580 Aug  3 18:07 testifail3
```

```
 # rm -rf ubuntutest
```

```
# ls -la /app*
/app:
ls: reading directory /app: Stale file handle
total 0

/app2:
total 12
drwxrwxrwx  2 root root 4096 Aug  3 18:06 .
drwxr-xr-x 69 root root 4096 Aug  3 18:09 ..
-rw-r--r--  1 root root 1580 Aug  3 18:06 testifail2

/app3:
total 12
drwxr-xr-x  2 root root 4096 Aug  3 18:07 .
drwxr-xr-x 69 root root 4096 Aug  3 18:09 ..
-rw-r--r--  1 root root 1580 Aug  3 18:07 testifail3
```

```
kubectl stop -f ubuntutest.yaml 
```

```
# ls -la ubuntutest ubuntutest2 ubuntutest3
ls: cannot access ubuntutest: No such file or directory
ubuntutest2:
total 8
drwxrwxrwx  2 root root 4096 Aug  3 15:18 .
drwxr-xr-x 11 root root 4096 Aug  3 15:17 ..
ubuntutest3:
total 12
drwxr-xr-x  2 root root 4096 Aug  3 15:07 .
drwxr-xr-x 11 root root 4096 Aug  3 15:17 ..
-rw-r--r--  1 root root 1580 Aug  3 15:07 testifail3
```

```
# chmod 777 ubuntutest3

# ls -la ubuntutest ubuntutest2 ubuntutest3
ls: cannot access ubuntutest: No such file or directory
ubuntutest2:
total 8
drwxrwxrwx  2 root root 4096 Aug  3 15:18 .
drwxr-xr-x 11 root root 4096 Aug  3 15:17 ..
ubuntutest3:
total 8
drwxrwxrwx  2 root root 4096 Aug  3 15:20 .
drwxr-xr-x 11 root root 4096 Aug  3 15:17 ..
```",['priority/important-soon' 'area/provider/gcp' 'sig/storage'],provider/gcp,,important-soon,closed,2015-08-03 16:54:57+00:00,2015-09-18 21:44:33+00:00,1108.8266666666666,jyrip,14,1,kubernetes/kubernetes,months,provider/gcp,0.9912,kubelet,0.0004,nodecontroller,0.0003,7360,0.8082,9634,0.7938,12210,0.7676,k8s-months-provider-gcp,pending,"When mounting several shares over NFS to container and when one of the directories is deleted from NFS server, something in the node is deleting content from other shares. I suspect that something goes wrong with ""cleanupOrphanedVolumes""? not sure tough.

Use case: php-app is running in container, u"
104758528,13567,Add support for Quotas on Running Pods,,['priority/backlog' 'sig/scheduling' 'area/admin' 'lifecycle/rotten'],admin,,backlog,closed,2015-09-03 18:50:28+00:00,2018-02-12 12:25:21+00:00,21425.581388888888,cameronbrunner,21,1,kubernetes/kubernetes,long,controller-manager,0.0685,introspection,0.0506,provider/gcp,0.0475,10928,0.8165,11793,0.8095,10242,0.8084,k8s-long-admin,pending,"This is a continuation of a discussion started in the #sig-scheduling kubernetes slack channel between @davidopp, @smarterclayton, and @quinton-hoole.

Fundamentally the quota system prevents the 'creation' of pods but has nothing (as far as I can tell) to do with the 'running' of pods. There are lo"
